purchase_id,purchase_date,product_id,product_price,service_tax,comission_value,has_coupon,discount,refund,cancelled,chargeback
249850282,2022-07-17,817310632,56.00,6.72,32.48,1,0.3,0,1,0
632290710,2020-02-24,719732475,"1,984.00",238.08,"1,547.52",1,0.1,0,0,0
878596412,2021-11-30,897822682,73.00,7.3,65.70,0,0,0,0,1
368797228,2022-06-11,642907827,630.00,94.5,535.50,0,0,1,0,0
445944351,2022-12-21,899309605,52.00,6.24,45.76,0,0,0,0,0
775459342,2020-04-23,399974968,45.00,5.4,39.60,0,0,0,0,0
366471824,2020-12-04,399974968,45.00,4.5,36.00,1,0.1,0,1,0
384396298,2021-11-27,358559810,410.00,49.2,319.80,1,0.1,0,0,0
573627549,2021-11-20,234382743,30.00,3,21.00,1,0.2,0,0,0
910707830,2020-12-16,399974968,45.00,4.5,27.00,1,0.3,0,0,0
524725875,2022-02-10,399974968,45.00,6.75,33.75,1,0.1,0,0,0
872661697,2021-11-30,489748266,"1,000.00",100,700.00,1,0.2,1,0,0
851452491,2020-04-19,399974968,45.00,5.4,30.60,1,0.2,0,0,0
336723705,2020-12-08,275653577,48.00,7.2,31.20,1,0.2,0,0,0
469880975,2022-03-01,489748266,"1,000.00",120,880.00,0,0,0,0,0
568594973,2022-01-08,868415522,"1,120.00",112,784.00,1,0.2,0,0,1
609413639,2022-07-14,983844542,650.00,65,585.00,0,0,0,0,0
314638205,2021-12-19,399463467,"1,488.00",223.2,"1,264.80",0,0,0,0,0
319704557,2022-11-29,983844542,650.00,78,507.00,1,0.1,0,0,0
772945773,2022-11-18,780973554,950.00,114,741.00,1,0.1,0,0,1
684964899,2022-01-28,253458328,560.00,56,504.00,0,0,0,0,0
793745239,2020-12-05,983844542,650.00,65,585.00,0,0,0,0,0
364442260,2022-12-23,899309605,52.00,5.2,41.60,1,0.1,0,0,0
559888308,2021-01-17,399974968,45.00,5.4,39.60,0,0,0,0,0
491605512,2020-03-28,399974968,45.00,4.5,40.50,0,0,0,0,0
275551846,2022-12-09,260868848,640.00,76.8,563.20,0,0,0,0,0
649706385,2020-12-11,719732475,"1,984.00",198.4,"1,785.60",0,0,0,0,0
864297972,2022-12-08,489748266,"1,000.00",120,780.00,1,0.1,0,0,0
911872860,2021-01-02,399974968,45.00,4.5,40.50,0,0,0,1,0
775392215,2022-12-28,399974968,45.00,5.4,39.60,0,0,0,0,0
299359814,2021-03-28,275653577,48.00,5.76,42.24,0,0,0,0,0
921574786,2022-10-01,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
746246824,2020-03-27,399974968,45.00,4.5,36.00,1,0.1,0,0,1
637784439,2020-11-27,338359603,57.00,8.55,48.45,0,0,0,0,0
785265578,2022-02-12,358559810,410.00,49.2,278.80,1,0.2,0,0,1
693241304,2020-12-04,343411650,49.00,7.35,41.65,0,0,0,0,0
516537194,2020-08-23,399974968,45.00,5.4,39.60,0,0,0,0,0
822741801,2022-11-12,719732475,"1,984.00",198.4,"1,587.20",1,0.1,0,1,0
382570442,2021-11-23,325563626,660.00,66,528.00,1,0.1,0,0,1
180782225,2020-11-08,260868848,640.00,64,512.00,1,0.1,0,0,0
527851221,2021-08-29,324917616,90.00,10.8,79.20,0,0,1,0,0
409730829,2022-08-30,399974968,45.00,4.5,40.50,0,0,0,0,0
845635505,2021-01-16,399974968,45.00,4.5,40.50,0,0,0,0,0
361860785,2022-11-23,275653577,48.00,4.8,38.40,1,0.1,0,0,0
924870401,2021-08-16,275653577,48.00,5.76,37.44,1,0.1,0,1,0
881960215,2020-12-19,399974968,45.00,5.4,35.10,1,0.1,1,0,0
744284536,2022-05-28,495666716,"1,612.00",241.8,"1,209.00",1,0.1,0,0,0
268596931,2021-12-18,868415522,"1,120.00",134.4,761.60,1,0.2,0,0,0
804623854,2020-12-05,399974968,45.00,4.5,40.50,0,0,0,1,0
724311368,2022-01-22,719732475,"1,984.00",198.4,"1,785.60",0,0,0,0,0
901847942,2020-11-21,489748266,"1,000.00",100,800.00,1,0.1,1,0,0
919632314,2021-03-30,338359603,57.00,6.84,38.76,1,0.2,0,0,0
724238553,2022-01-09,328762963,520.00,62.4,457.60,0,0,0,0,0
776532940,2020-05-05,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
319512366,2022-12-02,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
975859731,2022-04-10,399974968,45.00,4.5,31.50,1,0.2,0,0,0
179503457,2022-07-10,489748266,"1,000.00",100,700.00,1,0.2,0,0,0
171911642,2022-08-13,957182963,968.00,116.16,851.84,0,0,0,0,0
890361179,2022-03-09,780973554,950.00,95,855.00,0,0,0,0,0
736662466,2022-02-25,399974968,45.00,4.5,27.00,1,0.3,1,0,0
697805233,2022-09-02,899309605,52.00,6.24,35.36,1,0.2,0,0,0
779229204,2022-01-08,338359603,57.00,5.7,45.60,1,0.1,1,0,1
648721840,2021-04-23,260868848,640.00,76.8,563.20,0,0,0,0,0
263932436,2020-02-23,399974968,45.00,4.5,40.50,0,0,0,0,0
565652485,2020-11-11,275653577,48.00,4.8,38.40,1,0.1,0,0,0
674488743,2020-01-15,983844542,650.00,78,572.00,0,0,1,0,0
541714356,2021-07-27,719732475,"1,984.00",198.4,"1,388.80",1,0.2,0,0,0
904523972,2022-12-08,399974968,45.00,6.75,38.25,0,0,0,0,0
488889781,2022-09-28,545252229,210.00,21,189.00,0,0,1,0,0
897343635,2021-07-11,489748266,"1,000.00",120,880.00,0,0,0,0,0
838838660,2020-04-05,399974968,45.00,5.4,39.60,0,0,0,0,0
925694852,2022-03-18,897822682,73.00,7.3,43.80,1,0.3,0,0,0
500490787,2021-11-26,338359603,57.00,5.7,51.30,0,0,0,0,0
694703875,2022-03-06,541916844,670.00,80.4,589.60,0,0,0,0,0
212935358,2022-11-25,545252229,210.00,25.2,184.80,0,0,0,1,0
465895389,2021-01-09,399974968,45.00,4.5,40.50,0,0,1,0,0
924631213,2022-07-23,399974968,45.00,4.5,40.50,0,0,0,0,0
305378720,2022-04-23,922284793,546.00,54.6,436.80,1,0.1,0,0,0
521609296,2022-12-31,899309605,52.00,5.2,46.80,0,0,0,0,0
774877607,2020-10-10,399974968,45.00,4.5,27.00,1,0.3,0,1,0
261213430,2021-12-18,275653577,48.00,4.8,38.40,1,0.1,0,0,0
211334191,2022-09-29,899309605,52.00,5.2,46.80,0,0,0,0,0
542913304,2020-03-31,325563626,660.00,66,462.00,1,0.2,0,0,0
334636901,2021-01-05,234382743,30.00,3,27.00,0,0,1,0,0
277897289,2022-07-23,899309605,52.00,6.24,40.56,1,0.1,0,1,0
750623877,2020-06-14,399974968,45.00,4.5,40.50,0,0,0,0,0
705271535,2022-09-28,899309605,52.00,5.2,46.80,0,0,0,0,0
545694549,2022-11-26,343411650,49.00,4.9,34.30,1,0.2,0,1,0
713447817,2021-11-15,399463467,"1,488.00",223.2,"1,264.80",0,0,0,0,0
927291450,2021-12-13,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
341934855,2021-11-08,399974968,45.00,4.5,36.00,1,0.1,0,1,0
266435976,2022-12-04,234382743,30.00,3,27.00,0,0,0,0,0
890511220,2020-10-12,234382743,30.00,3,27.00,0,0,1,0,0
666385473,2022-12-16,234382743,30.00,3,27.00,0,0,0,0,1
191951586,2022-12-23,234382743,30.00,3,21.00,1,0.2,0,0,0
855720320,2020-02-16,489748266,"1,000.00",100,900.00,0,0,0,0,0
376546666,2020-09-23,234382743,30.00,3,21.00,1,0.2,0,0,0
524286625,2020-09-19,399974968,45.00,4.5,40.50,0,0,0,0,0
701974832,2022-11-10,275653577,48.00,5.76,32.64,1,0.2,0,0,0
620633447,2021-12-02,780973554,950.00,95,855.00,0,0,1,0,0
316291588,2021-06-26,399974968,45.00,5.4,39.60,0,0,0,1,0
423697218,2020-02-01,489748266,"1,000.00",120,880.00,0,0,0,0,0
483677623,2022-11-28,817310632,56.00,5.6,39.20,1,0.2,0,0,0
675932387,2020-11-10,399974968,45.00,6.75,29.25,1,0.2,1,0,0
961986440,2022-12-29,253458328,560.00,67.2,492.80,0,0,0,0,0
897664891,2020-12-06,325563626,660.00,66,594.00,0,0,0,0,0
486456806,2021-07-25,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
691823759,2022-12-27,899309605,52.00,6.24,45.76,0,0,0,0,0
835567352,2021-06-13,253458328,560.00,56,504.00,0,0,0,0,0
193371861,2022-02-22,489748266,"1,000.00",120,880.00,0,0,0,0,0
526878748,2021-11-13,338359603,57.00,6.84,44.46,1,0.1,0,0,0
341445346,2022-11-13,399974968,45.00,4.5,36.00,1,0.1,0,0,0
498531170,2020-05-29,489748266,"1,000.00",100,900.00,0,0,0,0,0
856354210,2021-07-27,897822682,73.00,7.3,58.40,1,0.1,0,0,0
540848468,2023-01-04,899309605,52.00,6.24,35.36,1,0.2,0,0,0
352394525,2021-12-01,489748266,"1,000.00",120,780.00,1,0.1,0,1,0
821877481,2020-02-17,489748266,"1,000.00",120,780.00,1,0.1,0,0,0
977627760,2022-09-12,897822682,73.00,8.76,64.24,0,0,0,0,0
780446907,2020-11-16,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
382525884,2021-11-16,260868848,640.00,64,512.00,1,0.1,0,0,0
337353821,2022-12-26,817310632,56.00,5.6,50.40,0,0,0,0,0
326901428,2022-11-06,489748266,"1,000.00",100,900.00,0,0,0,0,0
344341448,2022-03-01,899309605,52.00,5.2,36.40,1,0.2,0,0,0
500504969,2020-12-22,218834610,780.00,93.6,530.40,1,0.2,0,0,0
324442637,2022-06-06,399974968,45.00,4.5,36.00,1,0.1,0,0,0
397334469,2021-11-15,780973554,950.00,114,836.00,0,0,0,0,0
657737215,2020-06-18,489748266,"1,000.00",120,880.00,0,0,0,0,0
357683903,2020-11-25,399974968,45.00,4.5,40.50,0,0,0,0,0
774278355,2022-11-12,399974968,45.00,4.5,40.50,0,0,0,0,0
849227914,2022-07-24,234382743,30.00,3,27.00,0,0,0,0,0
231584828,2021-06-29,253458328,560.00,67.2,492.80,0,0,1,0,0
867424242,2021-06-09,957182963,968.00,96.8,580.80,1,0.3,0,0,0
627379244,2021-11-07,253458328,560.00,56,504.00,0,0,0,0,0
504465486,2022-07-25,275653577,48.00,4.8,38.40,1,0.1,0,1,0
425231754,2021-07-18,399463467,"1,488.00",178.56,863.04,1,0.3,0,0,0
865948391,2021-09-22,489748266,"1,000.00",120,680.00,1,0.2,0,0,0
751915429,2022-03-28,399974968,45.00,5.4,39.60,0,0,0,0,0
486194741,2021-07-25,338359603,57.00,5.7,45.60,1,0.1,0,0,1
288576258,2021-11-12,399974968,45.00,5.4,35.10,1,0.1,1,0,0
522283795,2022-10-15,858972318,"1,300.00",156,"1,144.00",0,0,0,0,0
649635729,2022-12-09,343411650,49.00,4.9,44.10,0,0,0,0,0
818536683,2022-10-07,251959622,"1,520.00",152,"1,368.00",0,0,0,0,0
905342579,2022-11-25,983844542,650.00,78,572.00,0,0,0,0,0
636743182,2020-12-02,399974968,45.00,4.5,40.50,0,0,0,0,0
959246572,2021-12-09,234382743,30.00,3,24.00,1,0.1,0,0,0
266572191,2020-11-12,489748266,"1,000.00",100,900.00,0,0,0,0,0
458563614,2020-07-26,983844542,650.00,65,585.00,0,0,0,0,0
846272182,2022-08-18,899309605,52.00,5.2,36.40,1,0.2,0,0,1
690401217,2022-09-15,545252229,210.00,25.2,142.80,1,0.2,0,1,0
820318275,2021-11-18,343411650,49.00,4.9,34.30,1,0.2,0,0,0
216661259,2021-03-02,348532296,680.00,102,578.00,0,0,0,0,0
479515605,2020-07-11,325563626,660.00,66,594.00,0,0,0,1,0
844509279,2022-08-20,983844542,650.00,78,572.00,0,0,0,0,0
217594182,2020-04-04,218834610,780.00,93.6,686.40,0,0,1,0,0
754468228,2020-07-03,218834610,780.00,93.6,686.40,0,0,0,0,0
336559555,2020-01-11,983844542,650.00,65,520.00,1,0.1,0,0,0
400304817,2022-11-27,399974968,45.00,4.5,27.00,1,0.3,0,0,0
255640677,2022-09-01,358559810,410.00,41,328.00,1,0.1,0,0,0
945643712,2020-11-19,817310632,56.00,5.6,44.80,1,0.1,0,0,0
667211390,2020-05-29,325563626,660.00,66,528.00,1,0.1,0,0,0
683414183,2021-11-07,399974968,45.00,4.5,31.50,1,0.2,0,0,0
894797809,2022-07-08,899309605,52.00,7.8,44.20,0,0,0,0,0
766519684,2021-12-10,264261718,560.00,56,448.00,1,0.1,0,1,0
281581247,2021-08-30,541916844,670.00,80.4,455.60,1,0.2,0,0,0
236797514,2020-03-22,983844542,650.00,65,585.00,0,0,0,0,0
596598708,2021-10-13,275653577,48.00,5.76,42.24,0,0,0,0,0
392341699,2020-01-18,817310632,56.00,5.6,50.40,0,0,0,1,0
667345693,2021-06-11,399974968,45.00,4.5,36.00,1,0.1,0,1,0
474413255,2022-06-29,899309605,52.00,5.2,46.80,0,0,0,0,0
327507452,2020-07-17,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
258513798,2021-11-07,983844542,650.00,65,585.00,0,0,0,0,0
410722658,2022-10-03,817310632,56.00,5.6,50.40,0,0,0,0,0
276385870,2022-12-23,260868848,640.00,64,576.00,0,0,0,0,0
527970831,2022-09-05,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
591411812,2021-12-01,719732475,"1,984.00",238.08,"1,745.92",0,0,0,0,1
486984479,2021-07-27,489748266,"1,000.00",100,700.00,1,0.2,0,0,0
675569489,2020-06-08,817310632,56.00,5.6,50.40,0,0,0,1,0
238466349,2022-03-12,218834610,780.00,93.6,608.40,1,0.1,0,0,0
425861739,2021-03-27,399974968,45.00,6.75,29.25,1,0.2,0,0,0
695554454,2021-03-20,489748266,"1,000.00",100,900.00,0,0,0,0,0
296787508,2021-03-07,489748266,"1,000.00",100,900.00,0,0,0,0,0
657903538,2022-09-27,899309605,52.00,5.2,46.80,0,0,1,0,0
536957602,2020-07-21,399974968,45.00,5.4,35.10,1,0.1,0,0,0
676710802,2022-03-05,642907827,630.00,94.5,535.50,0,0,0,0,0
198305817,2022-12-18,234382743,30.00,3.6,26.40,0,0,0,0,0
407644924,2020-02-23,489748266,"1,000.00",150,850.00,0,0,0,0,0
652615937,2021-07-10,466262361,800.00,80,560.00,1,0.2,0,0,0
293316857,2022-10-22,253458328,560.00,84,420.00,1,0.1,0,0,0
331971249,2022-11-07,399974968,45.00,4.5,36.00,1,0.1,0,0,0
925552263,2020-07-06,399974968,45.00,4.5,40.50,0,0,0,0,0
676300531,2022-10-10,545252229,210.00,21,189.00,0,0,0,0,0
406482383,2020-12-05,957182963,968.00,116.16,851.84,0,0,1,0,0
358672909,2021-12-06,489748266,"1,000.00",100,900.00,0,0,0,0,0
594965334,2022-06-06,399974968,45.00,4.5,40.50,0,0,0,0,0
382244190,2021-05-01,489748266,"1,000.00",100,900.00,0,0,0,0,0
294681935,2022-12-20,899309605,52.00,6.24,45.76,0,0,0,0,0
572402535,2021-08-25,897822682,73.00,8.76,56.94,1,0.1,0,0,0
669241939,2020-11-26,399974968,45.00,4.5,40.50,0,0,0,0,0
297483666,2022-01-26,399974968,45.00,4.5,40.50,0,0,1,0,0
256278685,2021-01-20,358559810,410.00,49.2,360.80,0,0,0,0,0
752726700,2022-09-05,399974968,45.00,4.5,40.50,0,0,0,0,0
359797329,2022-04-30,253458328,560.00,67.2,492.80,0,0,1,0,0
642718220,2022-01-23,399974968,45.00,5.4,39.60,0,0,0,0,0
721719564,2021-11-21,218834610,780.00,117,507.00,1,0.2,1,0,0
934555328,2022-11-22,899309605,52.00,7.8,44.20,0,0,0,1,0
476765869,2022-03-07,399463467,"1,488.00",148.8,"1,190.40",1,0.1,0,0,0
372582198,2020-12-26,218834610,780.00,78,468.00,1,0.3,0,0,0
769385873,2021-07-28,466262361,800.00,96,544.00,1,0.2,0,0,0
321880937,2020-01-26,399974968,45.00,4.5,40.50,0,0,0,0,0
825576512,2021-11-20,489748266,"1,000.00",100,900.00,0,0,0,0,0
653713422,2020-12-25,844949729,390.00,39,351.00,0,0,0,0,1
387520843,2022-01-07,275653577,48.00,4.8,43.20,0,0,0,0,0
865945823,2022-11-12,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
665233201,2021-03-21,218834610,780.00,93.6,686.40,0,0,0,0,0
394891239,2021-06-27,399463467,"1,488.00",178.56,"1,160.64",1,0.1,0,0,0
290490729,2020-02-05,399974968,45.00,4.5,40.50,0,0,0,0,1
797447593,2020-01-16,719732475,"1,984.00",198.4,"1,785.60",0,0,0,0,1
584739360,2022-12-22,897822682,73.00,7.3,65.70,0,0,0,0,0
466395661,2021-11-25,983844542,650.00,65,585.00,0,0,0,0,0
614358713,2020-02-09,324917616,90.00,10.8,79.20,0,0,0,0,0
193424594,2022-08-02,899309605,52.00,5.2,41.60,1,0.1,0,0,0
676780454,2021-01-20,983844542,650.00,97.5,357.50,1,0.3,0,1,0
220457615,2021-09-17,343411650,49.00,5.88,38.22,1,0.1,0,1,0
739508871,2020-03-14,983844542,650.00,78,572.00,0,0,0,1,0
514641723,2020-06-27,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
943638746,2021-10-25,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
544828273,2021-06-17,253458328,560.00,67.2,436.80,1,0.1,0,1,0
955957452,2020-12-10,260868848,640.00,96,544.00,0,0,0,0,0
611213293,2021-01-16,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
868941240,2020-09-21,234382743,30.00,3.6,26.40,0,0,0,0,0
815895320,2022-05-15,253458328,560.00,56,392.00,1,0.2,0,0,0
210495555,2022-03-15,897822682,73.00,7.3,65.70,0,0,0,0,0
200204553,2021-11-14,399974968,45.00,6.75,29.25,1,0.2,0,0,0
323982192,2020-10-06,275653577,48.00,5.76,42.24,0,0,0,0,0
671508548,2021-01-21,495666716,"1,612.00",193.44,934.96,1,0.3,0,0,0
610849896,2022-06-25,897822682,73.00,8.76,64.24,0,0,0,0,0
171221790,2021-04-24,399974968,45.00,4.5,40.50,0,0,0,0,0
708266190,2020-02-28,399974968,45.00,5.4,39.60,0,0,0,1,0
863942358,2021-07-24,897822682,73.00,8.76,56.94,1,0.1,0,0,0
695925209,2020-10-11,399974968,45.00,4.5,40.50,0,0,0,0,0
400862656,2020-02-15,817310632,56.00,6.72,49.28,0,0,0,0,0
552688608,2020-05-24,399463467,"1,488.00",223.2,"1,264.80",0,0,0,0,0
889927643,2022-12-23,338359603,57.00,5.7,39.90,1,0.2,0,0,0
463248484,2020-01-25,399974968,45.00,4.5,31.50,1,0.2,0,0,0
650697170,2022-08-07,983844542,650.00,65,585.00,0,0,0,0,0
211291353,2021-10-24,983844542,650.00,65,520.00,1,0.1,0,0,0
185981305,2022-07-19,489748266,"1,000.00",120,880.00,0,0,0,0,0
965310487,2021-07-16,338359603,57.00,8.55,48.45,0,0,0,0,0
537352303,2021-07-25,399463467,"1,488.00",148.8,892.80,1,0.3,0,0,0
246497646,2021-08-29,260868848,640.00,76.8,563.20,0,0,0,0,0
366812875,2022-01-23,844949729,390.00,46.8,343.20,0,0,0,0,0
868725453,2022-02-15,218834610,780.00,78,702.00,0,0,0,0,0
631582958,2022-12-10,218834610,780.00,78,702.00,0,0,0,0,0
815857666,2020-02-09,343411650,49.00,4.9,39.20,1,0.1,0,0,0
665184620,2020-04-04,399974968,45.00,4.5,40.50,0,0,0,0,0
541457474,2021-05-03,275653577,48.00,5.76,42.24,0,0,0,0,0
764954865,2022-12-13,399974968,45.00,5.4,39.60,0,0,0,0,0
643586842,2020-07-19,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
957675562,2021-01-27,234382743,30.00,3,27.00,0,0,0,0,0
307842858,2020-03-10,348532296,680.00,102,510.00,1,0.1,0,0,0
545521645,2022-06-07,495666716,"1,612.00",241.8,"1,370.20",0,0,0,0,0
455205840,2022-07-22,234382743,30.00,3,27.00,0,0,0,0,0
727342334,2022-02-26,399974968,45.00,5.4,30.60,1,0.2,0,0,0
628224327,2021-06-17,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
303843719,2020-06-20,399974968,45.00,4.5,31.50,1,0.2,0,0,0
284174689,2022-11-13,897822682,73.00,10.95,62.05,0,0,0,1,0
278379576,2022-07-05,234382743,30.00,3.6,26.40,0,0,0,0,0
262683206,2020-12-02,399974968,45.00,6.75,33.75,1,0.1,0,0,0
655534861,2022-06-08,399974968,45.00,5.4,30.60,1,0.2,1,0,0
427906329,2021-12-21,253458328,560.00,56,392.00,1,0.2,0,0,1
407799795,2022-07-20,719732475,"1,984.00",238.08,"1,349.12",1,0.2,0,0,0
219437177,2021-12-24,399974968,45.00,4.5,40.50,0,0,0,0,0
366451964,2020-12-08,275653577,48.00,4.8,43.20,0,0,0,0,0
358510592,2020-10-03,489748266,"1,000.00",100,700.00,1,0.2,0,0,0
665618776,2022-08-19,642907827,630.00,63,567.00,0,0,0,0,1
351918832,2020-08-10,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
508241911,2020-01-19,399974968,45.00,4.5,40.50,0,0,0,1,0
220839329,2021-07-04,399463467,"1,488.00",178.56,"1,309.44",0,0,0,1,0
820587274,2022-11-26,253458328,560.00,67.2,492.80,0,0,0,1,0
673594339,2021-12-07,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
604491181,2020-09-24,399974968,45.00,4.5,36.00,1,0.1,0,0,0
354614849,2021-12-25,780973554,950.00,114,551.00,1,0.3,0,0,0
288382221,2021-12-04,399974968,45.00,5.4,39.60,0,0,0,0,0
455529763,2020-08-22,489748266,"1,000.00",100,900.00,0,0,0,0,1
778669482,2021-11-14,489748266,"1,000.00",100,800.00,1,0.1,0,0,0
232697444,2021-12-10,489748266,"1,000.00",100,900.00,0,0,0,0,0
305520540,2021-11-21,253458328,560.00,56,392.00,1,0.2,0,0,0
823833370,2020-05-07,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
879552585,2022-12-24,253458328,560.00,56,392.00,1,0.2,0,0,0
866279614,2020-12-05,275653577,48.00,4.8,43.20,0,0,0,0,0
216467817,2022-12-05,489748266,"1,000.00",100,900.00,0,0,0,0,0
261935284,2022-12-16,275653577,48.00,4.8,43.20,0,0,0,0,0
174532427,2022-03-10,399974968,45.00,6.75,38.25,0,0,0,0,0
499340169,2022-01-22,338359603,57.00,5.7,51.30,0,0,0,0,0
836168557,2022-05-29,253458328,560.00,67.2,492.80,0,0,0,0,0
912957256,2021-10-29,719732475,"1,984.00",198.4,"1,785.60",0,0,0,0,0
975483387,2022-02-28,899309605,52.00,7.8,44.20,0,0,0,1,0
340768660,2020-08-02,399974968,45.00,4.5,40.50,0,0,0,1,0
784373830,2022-12-16,218834610,780.00,78,546.00,1,0.2,0,0,0
705719632,2020-06-28,399974968,45.00,4.5,40.50,0,0,0,0,0
833587885,2022-03-15,358559810,410.00,61.5,348.50,0,0,0,0,0
289255490,2021-12-04,338359603,57.00,6.84,50.16,0,0,0,0,0
742315957,2022-09-24,545252229,210.00,21,168.00,1,0.1,1,0,0
738277883,2021-01-19,983844542,650.00,78,507.00,1,0.1,0,0,0
486651412,2022-07-07,489748266,"1,000.00",100,900.00,0,0,0,0,0
599303303,2022-11-17,489748266,"1,000.00",150,850.00,0,0,0,0,0
687243462,2022-01-29,253458328,560.00,56,448.00,1,0.1,1,0,0
938952919,2022-06-25,780973554,950.00,95,855.00,0,0,0,0,0
609262484,2021-11-20,489748266,"1,000.00",100,900.00,0,0,0,0,0
657445172,2020-11-22,719732475,"1,984.00",238.08,"1,547.52",1,0.1,0,0,0
467752943,2020-05-07,399463467,"1,488.00",148.8,"1,339.20",0,0,1,0,0
678258729,2021-07-12,253458328,560.00,56,504.00,0,0,0,0,0
781763322,2022-09-30,545252229,210.00,25.2,163.80,1,0.1,0,1,0
776267576,2022-11-20,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
173940373,2020-12-05,983844542,650.00,78,572.00,0,0,0,1,0
597216808,2021-11-08,253458328,560.00,56,504.00,0,0,0,0,0
826393962,2021-11-23,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
801496516,2022-12-26,399974968,45.00,5.4,35.10,1,0.1,1,0,0
369352769,2022-12-06,338359603,57.00,6.84,50.16,0,0,0,0,0
723944335,2020-07-23,399463467,"1,488.00",178.56,"1,309.44",0,0,0,0,0
869646310,2020-04-11,275653577,48.00,5.76,42.24,0,0,1,0,0
220671967,2020-11-26,817310632,56.00,5.6,50.40,0,0,0,0,0
394628977,2022-11-30,399974968,45.00,5.4,35.10,1,0.1,0,0,0
485319587,2021-11-20,897822682,73.00,8.76,64.24,0,0,0,1,0
641453352,2022-05-27,218834610,780.00,93.6,686.40,0,0,0,0,0
187214947,2022-07-10,253458328,560.00,56,504.00,0,0,0,0,0
977662547,2021-11-26,218834610,780.00,117,507.00,1,0.2,0,0,0
456444465,2022-10-11,545252229,210.00,25.2,184.80,0,0,0,1,0
916962915,2022-10-21,275653577,48.00,5.76,32.64,1,0.2,0,0,0
182670872,2020-07-19,957182963,968.00,96.8,774.40,1,0.1,0,0,0
456502904,2022-11-12,489748266,"1,000.00",100,900.00,0,0,0,0,0
457722224,2020-08-06,275653577,48.00,5.76,42.24,0,0,0,0,0
807978984,2020-12-13,399463467,"1,488.00",148.8,892.80,1,0.3,0,0,0
702734973,2022-10-05,545252229,210.00,21,189.00,0,0,0,0,0
861811405,2022-07-04,983844542,650.00,65,585.00,0,0,0,0,0
820800886,2020-11-17,399974968,45.00,4.5,40.50,0,0,0,1,0
553954883,2020-10-28,260868848,640.00,64,576.00,0,0,0,0,0
379693279,2020-02-02,399974968,45.00,5.4,35.10,1,0.1,0,1,0
298823792,2022-03-27,234382743,30.00,3,27.00,0,0,0,0,0
590800562,2022-07-05,983844542,650.00,78,442.00,1,0.2,0,1,0
314798404,2021-03-12,585809781,830.00,83,747.00,0,0,0,0,0
284710800,2020-10-16,234382743,30.00,3,27.00,0,0,0,0,0
251305918,2021-11-27,489748266,"1,000.00",100,900.00,0,0,0,0,0
840546694,2022-07-11,253458328,560.00,56,504.00,0,0,0,0,0
851439973,2021-09-12,399974968,45.00,5.4,39.60,0,0,0,0,0
412956958,2022-06-28,399974968,45.00,5.4,39.60,0,0,0,0,0
511788384,2022-09-03,218834610,780.00,78,702.00,0,0,0,0,0
964775207,2021-01-16,234382743,30.00,3.6,26.40,0,0,0,0,0
395923793,2022-03-03,399974968,45.00,5.4,39.60,0,0,0,0,0
736570624,2021-07-30,399463467,"1,488.00",148.8,"1,190.40",1,0.1,0,0,0
588909805,2022-02-19,399974968,45.00,5.4,39.60,0,0,0,0,0
452898298,2020-09-19,260868848,640.00,76.8,499.20,1,0.1,0,0,0
192380805,2020-11-21,399974968,45.00,4.5,27.00,1,0.3,1,0,0
424751640,2021-03-27,399974968,45.00,4.5,40.50,0,0,0,0,0
407691234,2022-12-16,234382743,30.00,3.6,23.40,1,0.1,0,1,0
713951948,2020-11-13,399974968,45.00,4.5,31.50,1,0.2,0,0,0
350746868,2021-12-31,897822682,73.00,8.76,56.94,1,0.1,0,0,0
589902798,2022-01-23,489748266,"1,000.00",150,850.00,0,0,0,0,0
319469636,2022-03-26,358559810,410.00,49.2,360.80,0,0,0,0,0
770780243,2022-07-21,399974968,45.00,6.75,38.25,0,0,0,1,0
377205812,2020-08-01,983844542,650.00,65,585.00,0,0,0,0,0
904905837,2021-11-18,260868848,640.00,76.8,371.20,1,0.3,0,1,0
276464244,2022-12-13,899309605,52.00,5.2,46.80,0,0,0,0,0
533341554,2022-05-14,399463467,"1,488.00",148.8,"1,339.20",0,0,0,0,0
203920392,2022-12-06,495666716,"1,612.00",161.2,"1,450.80",0,0,0,0,0
